product_ic,product_n_category,brand,price,sales_volu,click_thro,customer_,conversion,popularity,product_description
P9370,Apparel,Tommy Hilfiger,471.69,3621,0.42,378,0.07,976,"A Polyester T-shirt from Tommy Hilfiger, for 471.69."
P9371,Sports,Nike,1764.12,4945,0.33,877,0.04,1313,"A gym hiking shoes by Nike, ideal for workouts. price is 1764.12."
P9372,Apparel,Zara,1986.72,1547,0.16,843,0.1,104,"A linen dress from Zara, for 1986.72."
P9373,Beauty,Clinique,195.68,4645,0.11,368,0.05,482,"A matte lipstick from Clinique, priced at 195.68."
P9374,Home & Kitchen,IKEA,470.53,4010,0.21,465,0.16,462,"A non-stick blender from IKEA, priced 470.53."
P9375,Sports,Under Armour,588.98,1359,0.3,438,0.1,1611,"A athlete hiking shoes by Under Armour, ideal for training. price is 588.98."
P9376,Home & Kitchen,Bosch,81.4,2536,0.22,269,0.16,1654,"A long-lasting table from Bosch, priced 81.4."
P9377,Beauty,L'Oreal,483.29,3429,0.46,382,0.09,725,"A for dry skin lipstick from L'Oreal, priced at 483.29."
P9378,Electronics,Apple,68.12,1072,0.06,618,0.17,1045,"A large memory SSD from Apple, selling at 68.12."
P9379,Grocery,OrganicCh,1044.55,4572,0.05,646,0.14,497,"rich in protein cereal from OrganicCh, at the price of 1044.55."
P9380,Electronics,HP,1343.15,1862,0.23,993,0.06,863,"A high-quality headphones from HP, selling at 1343.15."
P9381,Grocery,General Mills,974.46,4828,0.18,589,0.16,857,"vegan quinoa flour from General Mills, at the price of 974.46."
P9382,Grocery,Unilever,1343.52,3644,0.17,550,0.04,477,"organic cereal from Unilever, at the price of 1343.52."
P9383,Sports,Nike,1319.05,3341,0.26,294,0.16,461,"A athlete hiking shoes by Nike, ideal for matches. price is 1319.05."
P9384,Electronics,Apple,324.19,2450,0.34,858,0.09,1719,"A high-speed monitor from Apple, selling at 324.19."
P9385,Home & Kitchen,IKEA,1459.38,4553,0.15,522,0.07,629,"A unbreakable pan from IKEA, priced 1459.38."
P9386,Sports,Wilson,1608.73,337,0.41,532,0.01,685,"A lightweight sports jersey by Wilson, ideal for training. price is 1608.73."
P9387,Home & Kitchen,Prestige,1955.66,2672,0.2,410,0.18,405,"A energy-efficient blender from Prestige, priced 1955.66."
P9388,Home & Kitchen,Prestige,449.71,2255,0.13,155,0.08,171,"A eco-friendly container from Prestige, priced 449.71."
P9389,Home & Kitchen,Philips,1445.39,1068,0.43,984,0.19,1400,"A long-lasting pan from Philips, priced 1445.39."
P9390,Grocery,General Mills,1642.12,2043,0.29,238,0.02,1416,"organic quinoa flour from General Mills, at the price of 1642.12."
P9391,Home & Kitchen,Philips,1521.16,3728,0.43,658,0.09,864,"A long-lasting blender from Philips, priced 1521.16."
P9392,Apparel,GAP,561.25,1379,0.1,75,0.11,1425,"A silk jacket from GAP, for 561.25."
P9393,Home & Kitchen,IKEA,1714.36,971,0.02,671,0.16,783,"A eco-friendly blender from IKEA, priced 1714.36."
P9394,Grocery,OrganicCh,881.02,3615,0.34,48,0.16,1618,"gluten-free cereal from OrganicCh, at the price of 881.02."
P9395,Home & Kitchen,IKEA,347.93,4897,0.27,686,0.03,1369,"A unbreakable blender from IKEA, priced 347.93."
P9396,Electronics,Samsung,854.86,3091,0.11,76,0.08,1285,"A high-quality SSD from Samsung, selling at 854.86."
P9397,Home & Kitchen,IKEA,54.73,2239,0.48,264,0.14,1123,"A durable pan from IKEA, priced 54.73."
P9398,Beauty,Estee Lauder,70.74,4459,0.1,892,0.13,1639,"A long-lasting cream from Estee Lauder, priced at 70.74."
P9399,Beauty,Estee Lauder,262.13,1435,0.18,688,0.19,118,"A oil-free cream from Estee Lauder, priced at 262.13."
P9400,Grocery,Kellogg's,1365.73,4672,0.39,16,0.12,1649,"rich in protein oats from Kellogg's, at the price of 1365.73."
P9401,Apparel,GAP,1336.18,4571,0.45,145,0.05,155,"A linen jeans from GAP, for 1336.18."
P9402,Sports,Puma,1909.8,1198,0.49,453,0.14,782,"A athlete hiking shoes by Puma, ideal for matches. price is 1909.8."
P9403,Home & Kitchen,Tupperware,833.18,977,0.03,781,0.05,1448,"A non-stick table from Tupperware, priced 833.18."
P9404,Grocery,General Mills,66.99,3404,0.45,283,0.09,288,"organic cereal from General Mills, at the price of 66.99."
P9405,Sports,Adidas,1920.97,1207,0.14,656,0.17,195,"A moisture-wicking leggings by Adidas, ideal for matches. price is 1920.97."
P9406,Home & Kitchen,Tupperware,1541.42,2456,0.25,972,0.12,831,"A energy-efficient blender from Tupperware, priced 1541.42."
P9407,Apparel,Zara,134.36,885,0.05,416,0.19,303,"A wool jacket from Zara, for 134.36."
P9408,Sports,Under Armour,713.76,1237,0.34,211,0.1,864,"A durable shoes by Under Armour, ideal for workouts. price is 713.76."
P9409,Apparel,H&M,906.36,2923,0.33,521,0.15,1022,"A linen jeans from H&M, for 906.36."
P9410,Sports,Adidas,1534.82,4195,0.29,955,0.18,1311,"A athlete hiking shoes by Adidas, ideal for training. price is 1534.82."
P9411,Beauty,Clinique,116.81,2592,0.36,873,0.07,841,"A dewy foundation from Clinique, priced at 116.81."
P9412,Grocery,Nestle,1191.75,4725,0.45,638,0.04,900,"gluten-free quinoa flour from Nestle, at the price of 1191.75."
P9413,Apparel,Levi's,596.28,1918,0.18,431,0.07,451,"A wool jacket from Levi's, for 596.28."
P9414,Home & Kitchen,Tupperware,1958.93,3343,0.11,922,0.16,1674,"A energy-efficient container from Tupperware, priced 1958.93."
P9415,Electronics,Sony,1043.27,3888,0.19,795,0.14,193,"A portable headphones from Sony, selling at 1043.27."
P9416,Home & Kitchen,Philips,1638.18,4230,0.22,69,0.09,798,"A eco-friendly container from Philips, priced 1638.18."
P9417,Apparel,H&M,481.08,3933,0.43,568,0.16,1920,"A Polyester jacket from H&M, for 481.08."
P9418,Beauty,Clinique,635.38,2214,0.3,565,0.07,549,"A hydrating lipstick from Clinique, priced at 635.38."
P9419,Apparel,Zara,933.13,3616,0.22,314,0.04,418,"A linen T-shirt from Zara, for 933.13."
P9420,Grocery,Kellogg's,1709.43,3850,0.44,116,0.07,1117,"vitamin-rich oats from Kellogg's, at the price of 1709.43."
P9421,Electronics,Apple,911.1,1621,0.08,560,0.19,1391,"A large memory laptop from Apple, selling at 911.1."
P9422,Beauty,Revlon,1244.28,332,0.16,20,0.07,719,"A oil-free foundation from Revlon, priced at 1244.28."
P9423,Electronics,Samsung,77.95,2676,0.41,260,0.19,1673,"A cheap SSD from Samsung, selling at 77.95."
P9424,Sports,Under Armour,918.32,4464,0.3,32,0.1,1213,"A athlete hiking shoes by Under Armour, ideal for training. price is 918.32."
P9425,Electronics,HP,1615.69,4804,0.36,334,0.19,351,"A cheap SSD from HP, selling at 1615.69."
P9426,Sports,Nike,1662.35,3511,0.37,591,0.04,1640,"A gym leggings by Nike, ideal for training. price is 1662.35."
P9427,Apparel,Gap,1829.86,4304,0.35,221,0.19,504,"A wool dress from Gap, for 1829.86."
P9428,Apparel,GAP,320.6,2733,0.02,883,0.07,1337,"A silk T-shirt from GAP, for 320.6."
P9429,Home & Kitchen,IKEA,288.79,161,0.07,968,0.15,1036,"A non-stick container from IKEA, priced 288.79."
P9430,Apparel,Tommy Hilfiger,1236.93,4810,0.05,275,0.02,922,"A silk T-shirt from Tommy Hilfiger, for 1236.93."
P9431,Beauty,Revlon,256.67,2803,0.17,711,0.17,501,"A dewy serum from Revlon, priced at 256.67."
P9432,Beauty,Clinique,1845.14,3987,0.11,95,0.19,1625,"A hydrating serum from Clinique, priced at 1845.14."
P9433,Electronics,Samsung,519.83,4249,0.4,408,0.18,749,"A portable SSD from Samsung, selling at 519.83."
P9434,Electronics,HP,360.94,3037,0.2,703,0.12,1292,"A high-speed laptop from HP, selling at 360.94."
P9435,Home & Kitchen,IKEA,404.57,2754,0.2,531,0.05,1743,"A unbreakable pan from IKEA, priced 404.57."
P9436,Apparel,Gap,623.5,1321,0.17,699,0.14,988,"A denim T-shirt from Gap, for 623.5."
P9437,Sports,Nike,201.92,367,0.17,649,0.1,481,"A lightweight hiking shoes by Nike, ideal for matches. price is 201.92."
P9438,Electronics,Samsung,729.84,1528,0.24,183,0.05,994,"A wireless SSD from Samsung, selling at 729.84."
P9439,Apparel,Gap,1070.77,2347,0.09,76,0.14,1575,"A wool jacket from Gap, for 1070.77."
P9440,Apparel,GAP,704.77,354,0.29,261,0.11,761,"A linen T-shirt from GAP, for 704.77."
P9441,Electronics,Lenovo,1872.89,2942,0.5,96,0.02,281,"A high-speed headphones from Lenovo, selling at 1872.89."
P9442,Beauty,Maybelline,1171.71,1265,0.38,482,0.14,930,"A for dry skin serum from Maybelline, priced at 1171.71."
P9443,Electronics,Lenovo,1012.8,3402,0.44,718,0.05,619,"A large memory headphones from Lenovo, selling at 1012.8."
P9444,Home & Kitchen,Bosch,120.48,2469,0.12,754,0.09,1752,"A long-lasting table from Bosch, priced 120.48."
P9445,Apparel,Gap,1172.7,3166,0.21,208,0.06,1353,"A silk jacket from Gap, for 1172.7."
P9446,Sports,Nike,946.07,3527,0.48,444,0.18,529,"A durable shoes by Nike, ideal for workouts. price is 946.07."
P9447,Beauty,Maybelline,1346.95,4210,0.14,624,0.15,1470,"A for dry skin serum from Maybelline, priced at 1346.95."
P9448,Home & Kitchen,Tupperware,1244.82,2504,0.17,524,0.07,206,"A easy to use blender from Tupperware, priced 1244.82."
P9449,Grocery,General Mills,548.38,4134,0.26,925,0.13,1568,"healthy oats from General Mills, at the price of 548.38."
P9450,Home & Kitchen,Philips,740.11,2046,0.28,886,0.06,936,"A easy to use blender from Philips, priced 740.11."
P9451,Home & Kitchen,Philips,902.38,267,0.46,61,0.05,1202,"A unbreakable container from Philips, priced 902.38."
P9452,Home & Kitchen,Prestige,835.12,4312,0.19,435,0.02,603,"A unbreakable table from Prestige, priced 835.12."
P9453,Beauty,Revlon,598.83,1208,0.2,450,0.17,477,"A for dry skin lipstick from Revlon, priced at 598.83."
P9454,Grocery,General Mills,519.9,4677,0.09,717,0.11,320,"organic cereal from General Mills, at the price of 519.9."
P9455,Sports,Wilson,104.17,3714,0.08,732,0.13,770,"A durable shoes by Wilson, ideal for training. price is 104.17."
P9456,Grocery,Nestle,234.17,3638,0.25,822,0.18,552,"rich in protein oats from Nestle, at the price of 234.17."
P9457,Beauty,Revlon,512.75,4496,0.17,890,0.07,1880,"A for dry skin foundation from Revlon, priced at 512.75."
P9458,Sports,Puma,1464.65,2548,0.11,488,0.07,1413,"A athlete hoodie by Puma, ideal for matches. price is 1464.65."
P9459,Apparel,Zara,915.04,4162,0.09,732,0.02,1769,"A Polyester jacket from Zara, for 915.04."
P9460,Beauty,Revlon,266.55,1774,0.02,319,0.06,774,"A for dry skin serum from Revlon, priced at 266.55."
P9461,Apparel,Gap,1202.25,4633,0.41,744,0.11,1075,"A Polyester jeans from Gap, for 1202.25."
P9462,Home & Kitchen,Tupperware,35.25,1733,0.08,508,0.03,526,"A easy to use container from Tupperware, priced 35.25."
P9463,Beauty,Maybelline,1958.1,1546,0.11,368,0.04,1640,"A SPF serum from Maybelline, priced at 1958.1."
P9464,Sports,Nike,1993.67,1523,0.12,279,0.14,1078,"A gym leggings by Nike, ideal for matches. price is 1993.67."
P9465,Beauty,Estee Lauder,1640.86,3210,0.49,364,0.02,787,"A dewy foundation from Estee Lauder, priced at 1640.86."
P9466,Electronics,Sony,362.43,2622,0.1,40,0.05,1980,"A cheap headphones from Sony, selling at 362.43."
P9467,Sports,Wilson,579.65,2191,0.23,575,0.15,1325,"A lightweight hiking shoes by Wilson, ideal for training. price is 579.65."
P9468,Home & Kitchen,IKEA,841.01,1318,0.29,257,0.08,690,"A easy to use table from IKEA, priced 841.01."
P9469,Electronics,Lenovo,296.53,2576,0.1,476,0.16,243,"A high-quality SSD from Lenovo, selling at 296.53."
P9470,Apparel,GAP,1307.2,1384,0.36,638,0.17,251,"A linen T-shirt from GAP, for 1307.2."
P9471,Electronics,Apple,109.35,454,0.32,569,0.19,1866,"A noise-cancelling monitor from Apple, selling at 109.35."
P9472,Sports,Nike,287.72,4285,0.23,32,0.13,1781,"A lightweight sports jersey by Nike, ideal for workouts. price is 287.72."
P9473,Apparel,Levi's,123.03,308,0.13,437,0.08,884,"A linen dress from Levi's, for 123.03."
P9474,Beauty,Maybelline,599.29,2157,0.23,433,0.11,419,"A hydrating lipstick from Maybelline, priced at 599.29."
P9475,Beauty,Maybelline,1848.63,3163,0.04,674,0.07,976,"A hydrating cream from Maybelline, priced at 1848.63."
P9476,Home & Kitchen,IKEA,924.9,3014,0.17,684,0.06,775,"A long-lasting blender from IKEA, priced 924.9."
P9477,Electronics,Apple,352.83,1064,0.05,653,0.09,532,"A cheap headphones from Apple, selling at 352.83."
P9478,Electronics,HP,856.99,1494,0.03,183,0.12,119,"A wireless SSD from HP, selling at 856.99."
P9479,Beauty,L'Oreal,968.69,2306,0.45,802,0.19,1397,"A long-lasting cream from L'Oreal, priced at 968.69."
P9480,Apparel,Gap,867.85,4023,0.19,956,0.12,1875,"A wool jacket from Gap, for 867.85."
P9481,Apparel,Levi's,1249.12,2066,0.48,31,0.16,1179,"A silk jacket from Levi's, for 1249.12."
P9482,Sports,Under Armour,1816.27,2978,0.38,445,0.1,505,"A gym hiking shoes by Under Armour, ideal for matches. price is 1816.27."
P9483,Grocery,OrganicCh,647.49,1105,0.38,853,0.14,318,"gluten-free quinoa flour from OrganicCh, at the price of 647.49."
P9484,Electronics,Dell,774.49,1870,0.23,588,0.13,1080,"A wireless laptop from Dell, selling at 774.49."
P9485,Electronics,Samsung,819.39,346,0.17,377,0.13,1318,"A portable headphones from Samsung, selling at 819.39."
P9486,Home & Kitchen,Bosch,985.83,1923,0.2,974,0.05,1902,"A easy to use pan from Bosch, priced 985.83."
P9487,Apparel,H&M,593.05,4396,0.49,649,0.03,140,"A cotton jeans from H&M, for 593.05."
P9488,Apparel,Tommy Hilfiger,365.73,144,0.31,471,0.05,1862,"A Polyester jeans from Tommy Hilfiger, for 365.73."
P9489,Beauty,L'Oreal,1796.89,508,0.12,788,0.09,988,"A long-lasting cream from L'Oreal, priced at 1796.89."
P9490,Sports,Nike,1821.2,355,0.46,386,0.11,141,"A lightweight running shoes by Nike, ideal for matches. price is 1821.2."
P9491,Sports,Nike,674.11,1225,0.11,609,0.15,1855,"A athlete running shoes by Nike, ideal for workouts. price is 674.11."
P9492,Sports,Puma,1820.12,2388,0.14,244,0.12,1071,"A lightweight hiking shoes by Puma, ideal for workouts. price is 1820.12."
P9493,Home & Kitchen,Philips,1233.69,1511,0.4,530,0.11,170,"A non-stick pan from Philips, priced 1233.69."
P9494,Electronics,Samsung,1682.98,1249,0.49,739,0.07,1431,"A noise-cancelling SSD from Samsung, selling at 1682.98."
P9495,Grocery,General Mills,1312.65,235,0.07,391,0.13,671,"organic oats from General Mills, at the price of 1312.65."
P9496,Apparel,H&M,1589.76,2412,0.16,292,0.19,775,"A Polyester jeans from H&M, for 1589.76."
P9497,Beauty,Clinique,321.95,2629,0.16,909,0.05,762,"A anti-aging foundation from Clinique, priced at 321.95."
P9498,Home & Kitchen,Philips,777.67,4929,0.09,939,0.07,1459,"A eco-friendly table from Philips, priced 777.67."
P9499,Electronics,Lenovo,674.46,146,0.11,247,0.19,1552,"A high-quality laptop from Lenovo, selling at 674.46."
P9500,Home & Kitchen,Philips,1629.77,219,0.21,110,0.14,745,"A eco-friendly pan from Philips, priced 1629.77."
P9501,Grocery,Unilever,647.05,779,0.16,617,0.14,1592,"vitamin-rich oats from Unilever, at the price of 647.05."
P9502,Home & Kitchen,Prestige,776.97,4433,0.23,843,0.16,1457,"A eco-friendly table from Prestige, priced 776.97."
P9503,Apparel,Zara,385.98,4153,0.45,77,0.13,1833,"A cotton T-shirt from Zara, for 385.98."
P9504,Home & Kitchen,Bosch,1993.77,4586,0.28,808,0.19,1991,"A unbreakable pan from Bosch, priced 1993.77."
P9505,Sports,Under Armour,1550.76,2908,0.07,384,0.19,1305,"A breathable hiking shoes by Under Armour, ideal for training. price is 1550.76."
P9506,Sports,Wilson,1514.79,1399,0.29,976,0.16,646,"A durable leggings by Wilson, ideal for training. price is 1514.79."
P9507,Home & Kitchen,IKEA,436.89,329,0.01,439,0.19,753,"A energy-efficient blender from IKEA, priced 436.89."
P9508,Apparel,GAP,261.03,218,0.14,670,0.04,172,"A silk jeans from GAP, for 261.03."
P9509,Electronics,HP,1364.14,3981,0.17,999,0.03,148,"A large memory monitor from HP, selling at 1364.14."
P9510,Electronics,HP,865.88,2557,0.13,632,0.19,271,"A compact monitor from HP, selling at 865.88."
P9511,Electronics,Apple,1504.19,2914,0.31,610,0.13,457,"A wireless SSD from Apple, selling at 1504.19."
P9512,Electronics,Apple,242.13,421,0.09,324,0.07,554,"A high-quality monitor from Apple, selling at 242.13."
P9513,Electronics,Lenovo,302.55,321,0.16,97,0.05,143,"A noise-cancelling laptop from Lenovo, selling at 302.55."
P9514,Home & Kitchen,Bosch,930.21,4733,0.24,713,0.02,1391,"A long-lasting pan from Bosch, priced 930.21."
P9515,Electronics,HP,785.04,4791,0.16,495,0.18,1284,"A portable monitor from HP, selling at 785.04."
P9516,Apparel,Zara,1216.43,3217,0.44,858,0.08,919,"A linen jacket from Zara, for 1216.43."
P9517,Beauty,Revlon,25.59,3142,0.42,305,0.13,1989,"A matte lipstick from Revlon, priced at 25.59."
P9518,Apparel,Tommy Hilfiger,906.29,2230,0.33,19,0.04,569,"A silk jeans from Tommy Hilfiger, for 906.29."
P9519,Home & Kitchen,Prestige,1931.16,1814,0.22,666,0.1,1637,"A easy to use pan from Prestige, priced 1931.16."
P9520,Beauty,Revlon,1630.64,3512,0.41,178,0.04,1812,"A oil-free lipstick from Revlon, priced at 1630.64."
P9521,Home & Kitchen,Prestige,618.11,3513,0.07,516,0.17,1093,"A durable pan from Prestige, priced 618.11."
P9522,Beauty,Revlon,488.25,299,0.14,999,0.07,1596,"A dewy foundation from Revlon, priced at 488.25."
P9523,Sports,Puma,1992.85,2363,0.05,482,0.08,765,"A athlete hoodie by Puma, ideal for training. price is 1992.85."
P9524,Apparel,Tommy Hilfiger,1018.35,955,0.18,208,0.19,1400,"A linen jeans from Tommy Hilfiger, for 1018.35."
P9525,Home & Kitchen,Bosch,1605.15,3210,0.04,963,0.14,1470,"A eco-friendly pan from Bosch, priced 1605.15."
P9526,Apparel,H&M,195.07,1012,0.26,29,0.19,265,"A wool dress from H&M, for 195.07."
P9527,Apparel,Levi's,694.65,262,0.49,769,0.16,533,"A cotton dress from Levi's, for 694.65."
P9528,Home & Kitchen,Tupperware,1802.5,4668,0.18,356,0.19,1625,"A easy to use blender from Tupperware, priced 1802.5."
P9529,Grocery,Nestle,287.42,3209,0.3,328,0.09,1736,"organic cereal from Nestle, at the price of 287.42."
P9530,Home & Kitchen,Bosch,1035.24,2634,0.11,282,0.12,388,"A long-lasting blender from Bosch, priced 1035.24."
P9531,Home & Kitchen,Bosch,1634.74,872,0.21,690,0.16,1382,"A non-stick blender from Bosch, priced 1634.74."
P9532,Home & Kitchen,IKEA,1706.67,581,0.13,915,0.11,785,"A energy-efficient blender from IKEA, priced 1706.67."
P9533,Grocery,Unilever,492.46,3625,0.23,65,0.07,443,"vegan quinoa flour from Unilever, at the price of 492.46."
P9534,Beauty,Estee Lauder,1213.21,4928,0.16,290,0.01,1264,"A dewy serum from Estee Lauder, priced at 1213.21."
P9535,Sports,Wilson,360.3,4909,0.45,398,0.19,996,"A breathable hoodie by Wilson, ideal for training. price is 360.3."
P9536,Home & Kitchen,Philips,247.98,3642,0.36,788,0.18,749,"A easy to use blender from Philips, priced 247.98."
P9537,Apparel,Zara,70.55,3162,0.16,278,0.12,1467,"A linen T-shirt from Zara, for 70.55."
P9538,Electronics,Sony,279.98,4173,0.2,650,0.1,1900,"A cheap SSD from Sony, selling at 279.98."
P9539,Grocery,OrganicCh,104.83,2753,0.07,134,0.13,186,"organic quinoa flour from OrganicCh, at the price of 104.83."
P9540,Home & Kitchen,IKEA,660.59,3563,0.09,149,0.1,227,"A durable table from IKEA, priced 660.59."
P9541,Sports,Adidas,1648.07,3912,0.24,855,0.19,375,"A gym leggings by Adidas, ideal for workouts. price is 1648.07."
P9542,Electronics,Lenovo,832.43,4807,0.28,302,0.02,1243,"A compact laptop from Lenovo, selling at 832.43."
P9543,Electronics,Sony,131.07,1971,0.03,991,0.1,212,"A portable SSD from Sony, selling at 131.07."
P9544,Sports,Puma,414.74,357,0.33,957,0.06,1346,"A breathable hoodie by Puma, ideal for training. price is 414.74."
P9545,Home & Kitchen,Bosch,1719.04,1624,0.35,177,0.13,1219,"A easy to use container from Bosch, priced 1719.04."
P9546,Grocery,Unilever,1509.78,249,0.18,86,0.03,817,"vegan oats from Unilever, at the price of 1509.78."
P9547,Sports,Puma,535.79,352,0.2,285,0.02,1841,"A lightweight running shoes by Puma, ideal for training. price is 535.79."
P9548,Beauty,Clinique,1352.29,3503,0.37,742,0.17,1685,"A anti-aging foundation from Clinique, priced at 1352.29."
P9549,Sports,Puma,150.87,4964,0.38,890,0.18,508,"A durable hoodie by Puma, ideal for training. price is 150.87."
P9550,Apparel,Zara,692.85,3771,0.45,147,0.04,1854,"A denim dress from Zara, for 692.85."
P9551,Apparel,H&M,610.47,1555,0.2,290,0.14,757,"A wool jacket from H&M, for 610.47."
P9552,Beauty,Maybelline,565.02,1305,0.14,323,0.15,1739,"A hydrating lipstick from Maybelline, priced at 565.02."
P9553,Electronics,HP,575.05,2332,0.15,491,0.08,1927,"A noise-cancelling monitor from HP, selling at 575.05."
P9554,Sports,Under Armour,1023.64,2815,0.49,771,0.05,990,"A gym sports jersey by Under Armour, ideal for workouts. price is 1023.64."
P9555,Sports,Wilson,1290.13,4927,0.15,404,0.2,1909,"A lightweight leggings by Wilson, ideal for training. price is 1290.13."
P9556,Beauty,Clinique,115.12,2014,0.3,944,0.19,234,"A oil-free lipstick from Clinique, priced at 115.12."
P9557,Apparel,Tommy Hilfiger,1297.11,208,0.05,887,0.02,417,"A Polyester jacket from Tommy Hilfiger, for 1297.11."
P9558,Apparel,Levi's,767.69,760,0.41,712,0.19,1910,"A silk T-shirt from Levi's, for 767.69."
P9559,Beauty,Maybelline,991.58,1527,0.37,674,0.11,1425,"A anti-aging foundation from Maybelline, priced at 991.58."
P9560,Apparel,H&M,411.97,135,0.17,280,0.07,848,"A Polyester jacket from H&M, for 411.97."
P9561,Sports,Wilson,200.99,1464,0.06,921,0.14,1035,"A athlete leggings by Wilson, ideal for matches. price is 200.99."
P9562,Beauty,Maybelline,1662.27,4725,0.02,602,0.15,672,"A anti-aging serum from Maybelline, priced at 1662.27."
P9563,Sports,Puma,327.97,4470,0.1,134,0.05,398,"A lightweight sports jersey by Puma, ideal for workouts. price is 327.97."
P9564,Sports,Wilson,1909.11,1638,0.47,295,0.16,1686,"A lightweight leggings by Wilson, ideal for matches. price is 1909.11."
P9565,Beauty,Clinique,1153.1,359,0.3,990,0.05,1570,"A long-lasting lipstick from Clinique, priced at 1153.1."
P9566,Apparel,Levi's,1561.22,3653,0.39,310,0.18,221,"A denim dress from Levi's, for 1561.22."
P9567,Home & Kitchen,Philips,841.69,2019,0.25,278,0.02,2000,"A easy to use table from Philips, priced 841.69."
P9568,Electronics,Sony,789.29,2261,0.28,137,0.12,1032,"A high-speed headphones from Sony, selling at 789.29."
P9569,Sports,Wilson,403.16,4227,0.28,361,0.12,1758,"A durable shoes by Wilson, ideal for training. price is 403.16."
P9570,Home & Kitchen,Bosch,1340.99,1231,0.31,465,0.14,1020,"A unbreakable table from Bosch, priced 1340.99."
P9571,Sports,Nike,110.08,972,0.42,771,0.18,1816,"A gym hoodie by Nike, ideal for matches. price is 110.08."
P9572,Grocery,Unilever,64.57,211,0.39,879,0.04,901,"vitamin-rich quinoa flour from Unilever, at the price of 64.57."
P9573,Home & Kitchen,Tupperware,1892.19,3098,0.35,801,0.04,1879,"A unbreakable blender from Tupperware, priced 1892.19."
P9574,Beauty,Revlon,188.61,3245,0.39,584,0.02,1750,"A hydrating serum from Revlon, priced at 188.61."
P9575,Apparel,H&M,944.9,2613,0.09,384,0.08,853,"A denim jacket from H&M, for 944.9."
P9576,Grocery,OrganicCh,997.49,2529,0.32,600,0.08,1230,"healthy quinoa flour from OrganicCh, at the price of 997.49."
P9577,Beauty,Estee Lauder,748.47,714,0.12,810,0.18,1772,"A long-lasting foundation from Estee Lauder, priced at 748.47."
P9578,Grocery,OrganicCh,691.88,2955,0.46,825,0.13,1959,"rich in protein cereal from OrganicCh, at the price of 691.88."
P9579,Sports,Adidas,93.08,3474,0.26,801,0.12,1274,"A gym running shoes by Adidas, ideal for matches. price is 93.08."
P9580,Sports,Under Armour,1578.61,2849,0.3,488,0.17,1647,"A breathable shoes by Under Armour, ideal for training. price is 1578.61."
P9581,Apparel,Tommy Hilfiger,701.99,4706,0.23,608,0.12,1126,"A wool dress from Tommy Hilfiger, for 701.99."
P9582,Sports,Under Armour,523.51,1541,0.41,356,0.17,162,"A breathable hiking shoes by Under Armour, ideal for training. price is 523.51."
P9583,Electronics,Samsung,1017.03,1942,0.24,995,0.02,1684,"A noise-cancelling laptop from Samsung, selling at 1017.03."
P9584,Beauty,Clinique,278.41,3381,0.43,365,0.05,469,"A matte cream from Clinique, priced at 278.41."
P9585,Sports,Adidas,254.88,2718,0.43,425,0.11,1673,"A gym leggings by Adidas, ideal for training. price is 254.88."
P9586,Sports,Adidas,1097.11,3725,0.18,419,0.12,992,"A lightweight shoes by Adidas, ideal for workouts. price is 1097.11."
P9587,Apparel,H&M,1199.65,2161,0.35,796,0.11,674,"A wool dress from H&M, for 1199.65."
P9588,Apparel,Tommy Hilfiger,1323.62,352,0.29,949,0.16,612,"A cotton dress from Tommy Hilfiger, for 1323.62."
P9589,Home & Kitchen,Tupperware,687.67,3002,0.44,648,0.05,199,"A long-lasting pan from Tupperware, priced 687.67."
P9590,Sports,Wilson,181.03,660,0.45,206,0.15,520,"A durable sports jersey by Wilson, ideal for matches. price is 181.03."
P9591,Home & Kitchen,Prestige,849.08,1485,0.43,548,0.09,1937,"A non-stick container from Prestige, priced 849.08."
P9592,Home & Kitchen,Prestige,1105.05,1979,0.31,559,0.16,1600,"A unbreakable container from Prestige, priced 1105.05."
P9593,Home & Kitchen,Philips,229.37,774,0.13,900,0.18,650,"A unbreakable container from Philips, priced 229.37."
P9594,Beauty,Revlon,142.24,2694,0.11,392,0.08,1342,"A SPF cream from Revlon, priced at 142.24."
P9595,Grocery,Unilever,802.34,910,0.4,322,0.12,734,"vitamin-rich oats from Unilever, at the price of 802.34."
P9596,Beauty,Estee Lauder,699.24,4274,0.12,543,0.07,498,"A anti-aging lipstick from Estee Lauder, priced at 699.24."
P9597,Apparel,Zara,726.17,438,0.41,50,0.19,634,"A wool jacket from Zara, for 726.17."
P9598,Grocery,Nestle,1167.59,575,0.25,783,0.11,175,"organic quinoa flour from Nestle, at the price of 1167.59."
P9599,Grocery,OrganicCh,1306.65,4830,0.09,138,0.09,1536,"rich in protein quinoa flour from OrganicCh, at the price of 1306.65."
P9600,Electronics,Sony,1331.48,3564,0.4,315,0.2,1630,"A wireless laptop from Sony, selling at 1331.48."
P9601,Electronics,Lenovo,1152.0,2261,0.42,812,0.19,470,"A high-speed SSD from Lenovo, selling at 1152.0."
P9602,Beauty,Maybelline,977.88,1570,0.29,334,0.01,1787,"A anti-aging serum from Maybelline, priced at 977.88."
P9603,Home & Kitchen,Bosch,1236.17,3445,0.15,192,0.09,1000,"A non-stick table from Bosch, priced 1236.17."
P9604,Beauty,L'Oreal,284.05,1387,0.18,993,0.06,737,"A SPF lipstick from L'Oreal, priced at 284.05."
